"","date","pollster","right"
"2035",2019-03-24,"YouGov",0.45
"2036",2019-03-22,"Savanta",0.4
"2037",2019-03-20,"Opinium",0.45
"2038",2019-03-20,"Savanta",0.41
"2039",2019-03-15,"Ipsos",0.46
"2040",2019-03-15,"Savanta",0.4
"2041",2019-03-15,"Survation",0.35
"2042",2019-03-14,"YouGov",0.45
"2043",2019-03-14,"OnePoll",0.43
"2044",2019-03-12,"Opinium",0.46
"2045",2019-03-12,"Opinium",0.43
"2046",2019-03-07,"Kantar",0.47
"2047",2019-03-04,"BMG",0.44
"2048",2019-03-04,"Savanta",0.42
"2049",2019-03-03,"YouGov",0.46
"2050",2019-02-26,"Opinium",0.47
"2051",2019-02-26,"Opinium",0.44
"2052",2019-02-22,"YouGov",0.48
"2053",2019-02-22,"YouGov",0.36
"2054",2019-02-21,"Deltapoll",0.49
"2055",2019-02-21,"Deltapoll",0.43
"2056",2019-02-20,"Opinium",0.47
"2057",2019-02-19,"Sky",0.38
"2058",2019-02-18,"Survation",0.45
"2059",2019-02-18,"YouGov",0.45
"2060",2019-02-18,"YouGov",0.38
"2061",2019-02-13,"Opinium",0.44
"2062",2019-02-07,"Kantar",0.43
"2063",2019-02-04,"BMG",0.43
"2064",2019-02-03,"YouGov",0.45
"2065",2019-02-02,"YouGov",0.44
"2066",2019-02-01,"Ipsos",0.42
"2067",2019-01-30,"Opinium",0.48
"2068",2019-01-30,"Survation",0.42
"2069",2019-01-16,"Savanta",0.44
"2070",2019-01-16,"Opinium",0.44
"2071",2019-01-16,"ICM",0.44
"2072",2019-01-14,"Savanta",0.44
"2073",2019-01-13,"YouGov",0.45
"2074",2019-01-10,"NCP",0.45
"2075",2019-01-10,"Kantar",0.41
"2076",2019-01-09,"Survation",0.42
"2077",2019-01-08,"BMG",0.42
"2078",2019-01-06,"YouGov",0.45
"2079",2018-12-21,"YouGov",0.44
"2080",2018-12-18,"Opinium",0.45
"2081",2018-12-16,"YouGov",0.45
"2082",2018-12-14,"YouGov",0.42
"2083",2018-12-13,"Opinium",0.44
"2084",2018-12-12,"YouGov",0.44
"2085",2018-12-10,"Populus",0.44
"2086",2018-12-09,"YouGov",0.44
"2087",2018-12-06,"YouGov",0.41
"2088",2018-12-05,"Kantar",0.43
"2089",2018-12-04,"BMG",0.41
"2090",2018-12-03,"YouGov",0.44
"2091",2018-11-30,"Savanta",0.43
"2092",2018-11-30,"Ipsos",0.42
"2093",2018-11-26,"YouGov",0.46
"2094",2018-11-18,"YouGov",0.45
"2095",2018-11-14,"Opinium",0.44
"2096",2018-11-14,"Savanta",0.43
"2097",2018-11-08,"Kantar",0.43
"2098",2018-11-06,"BMG",0.42
"2099",2018-11-04,"YouGov",0.45
"2100",2018-11-02,"Panelbase",0.45
"2101",2018-10-29,"YouGov",0.46
"2102",2018-10-26,"ICM",0.45
"2103",2018-10-24,"Deltapoll",0.48
"2104",2018-10-22,"YouGov",0.45
"2105",2018-10-20,"Survation",0.42
"2106",2018-10-19,"Ipsos",0.44
"2107",2018-10-14,"YouGov",0.45
"2108",2018-10-11,"Opinium",0.47
"2109",2018-10-11,"Kantar",0.44
"2110",2018-10-10,"Survation",0.46
"2111",2018-10-08,"YouGov",0.45
"2112",2018-10-03,"Opinium",0.45
"2113",2018-10-03,"BMG",0.42
"2114",2018-09-29,"YouGov",0.47
"2115",2018-09-28,"BMG",0.4
"2116",2018-09-26,"Opinium",0.45
"2117",2018-09-26,"Savanta",0.44
"2118",2018-09-24,"YouGov",0.46
"2119",2018-09-21,"ICM",0.45
"2120",2018-09-21,"BMG",0.43
"2121",2018-09-18,"YouGov",0.45
"2122",2018-09-18,"Opinium",0.45
"2123",2018-09-14,"Ipsos",0.41
"2124",2018-09-12,"YouGov",0.44
"2125",2018-09-11,"Opinium",0.45
"2126",2018-09-07,"ICM",0.46
"2127",2018-09-07,"Survation",0.42
"2128",2018-09-06,"Kantar",0.45
"2129",2018-09-04,"BMG",0.44
"2130",2018-09-03,"YouGov",0.44
"2131",2018-08-31,"Survation",0.44
"2132",2018-08-28,"YouGov",0.44
"2133",2018-08-20,"YouGov",0.46
"2134",2018-08-17,"ICM",0.46
"2135",2018-08-14,"Opinium",0.46
"2136",2018-08-14,"Deltapoll",0.43
"2137",2018-08-13,"YouGov",0.47
"2138",2018-08-09,"Kantar",0.44
"2139",2018-08-09,"NCP",0.43
"2140",2018-08-08,"YouGov",0.46
"2141",2018-08-06,"BMG",0.42
"2142",2018-08-03,"ICM",0.45
"2143",2018-07-30,"YouGov",0.44
"2144",2018-07-22,"YouGov",0.44
"2145",2018-07-20,"ICM",0.45
"2146",2018-07-20,"Ipsos",0.44
"2147",2018-07-19,"YouGov",0.44
"2148",2018-07-16,"YouGov",0.43
"2149",2018-07-12,"Deltapoll",0.43
"2150",2018-07-10,"Opinium",0.44
"2151",2018-07-10,"YouGov",0.43
"2152",2018-07-08,"YouGov",0.44
"2153",2018-07-07,"Survation",0.41
"2154",2018-07-06,"ICM",0.45
"2155",2018-07-05,"Kantar",0.43
"2156",2018-07-03,"YouGov",0.44
"2157",2018-07-03,"BMG",0.42
"2158",2018-06-25,"YouGov",0.45
"2159",2018-06-22,"Ipsos",0.45
"2160",2018-06-22,"ICM",0.44
"2161",2018-06-19,"Survation",0.44
"2162",2018-06-18,"YouGov",0.45
"2163",2018-06-11,"YouGov",0.45
"2164",2018-06-08,"ICM",0.45
"2165",2018-06-05,"Opinium",0.45
"2166",2018-06-05,"BMG",0.42
"2167",2018-06-04,"YouGov",0.47
"2168",2018-05-31,"Survation",0.43
"2169",2018-05-30,"Deltapoll",0.46
"2170",2018-05-28,"YouGov",0.45
"2171",2018-05-25,"ICM",0.46
"2172",2018-05-20,"YouGov",0.44
"2173",2018-05-18,"Ipsos",0.42
"2174",2018-05-16,"Savanta",0.44
"2175",2018-05-15,"Opinium",0.47
"2176",2018-05-13,"YouGov",0.46
"2177",2018-05-11,"ICM",0.46
"2178",2018-05-08,"YouGov",0.45
"2179",2018-05-08,"Survation",0.44
"2180",2018-05-01,"BMG",0.43
"2181",2018-04-30,"YouGov",0.45
"2182",2018-04-27,"ICM",0.46
"2183",2018-04-27,"Savanta",0.45
"2184",2018-04-24,"YouGov",0.46
"2185",2018-04-20,"Ipsos",0.43
"2186",2018-04-16,"YouGov",0.46
"2187",2018-04-14,"Survation",0.43
"2188",2018-04-11,"Savanta",0.44
"2189",2018-04-11,"BMG",0.42
"2190",2018-04-10,"Opinium",0.45
"2191",2018-04-09,"YouGov",0.44
"2192",2018-04-06,"ICM",0.46
"2193",2018-04-04,"YouGov",0.46
"2194",2018-03-27,"NCP",0.46
"2195",2018-03-26,"YouGov",0.46
"2196",2018-03-16,"ICM",0.45
"2197",2018-03-14,"YouGov",0.45
"2198",2018-03-13,"Opinium",0.46
"2199",2018-03-13,"BMG",0.42
"2200",2018-03-07,"Survation",0.4
"2201",2018-03-05,"YouGov",0.43
"2202",2018-03-02,"ICM",0.45
"2203",2018-03-02,"Ipsos",0.45
"2204",2018-02-26,"YouGov",0.44
"2205",2018-02-19,"YouGov",0.44
"2206",2018-02-16,"ICM",0.45
"2207",2018-02-12,"YouGov",0.44
"2208",2018-02-06,"Opinium",0.47
"2209",2018-02-06,"BMG",0.45
"2210",2018-02-06,"Kantar",0.39
"2211",2018-02-05,"YouGov",0.46
"2212",2018-02-02,"ICM",0.45
"2213",2018-01-28,"YouGov",0.44
"2214",2018-01-26,"Survation",0.43
"2215",2018-01-19,"Ipsos",0.42
"2216",2018-01-16,"YouGov",0.44
"2217",2018-01-12,"ICM",0.44
"2218",2018-01-11,"Opinium",0.45
"2219",2018-01-10,"ICM",0.45
"2220",2018-01-09,"BMG",0.44
"2221",2018-01-07,"YouGov",0.43
"2222",2017-12-19,"YouGov",0.44
"2223",2017-12-12,"Opinium",0.45
"2224",2017-12-12,"ICM",0.45
"2225",2017-12-10,"YouGov",0.46
"2226",2017-12-08,"ICM",0.47
"2227",2017-12-05,"BMG",0.42
"2228",2017-12-04,"YouGov",0.43
"2229",2017-11-30,"Survation",0.41
"2230",2017-11-29,"ICM",0.44
"2231",2017-11-24,"ICM",0.46
"2232",2017-11-24,"Ipsos",0.41
"2233",2017-11-22,"YouGov",0.43
"2234",2017-11-19,"YouGov",0.43
"2235",2017-11-14,"Kantar",0.47
"2236",2017-11-14,"Opinium",0.45
"2237",2017-11-14,"BMG",0.44
"2238",2017-11-10,"ICM",0.45
"2239",2017-11-07,"YouGov",0.44
"2240",2017-10-27,"Ipsos",0.42
"2241",2017-10-23,"YouGov",0.44
"2242",2017-10-20,"ICM",0.45
"2243",2017-10-18,"YouGov",0.44
"2244",2017-10-17,"BMG",0.41
"2245",2017-10-10,"YouGov",0.43
"2246",2017-10-06,"ICM",0.45
"2247",2017-10-04,"Opinium",0.45
"2248",2017-10-04,"YouGov",0.44
"2249",2017-10-04,"Survation",0.42
"2250",2017-09-26,"BMG",0.41
"2251",2017-09-22,"ICM",0.44
"2252",2017-09-22,"YouGov",0.43
"2253",2017-09-22,"Survation",0.42
"2254",2017-09-19,"Opinium",0.46
"2255",2017-09-15,"Survation",0.45
"2256",2017-09-15,"Ipsos",0.42
"2257",2017-09-12,"Opinium",0.46
"2258",2017-09-12,"BMG",0.45
"2259",2017-09-12,"YouGov",0.44
"2260",2017-09-08,"ICM",0.46
"2261",2017-08-31,"Survation",0.42
"2262",2017-08-30,"YouGov",0.45
"2263",2017-08-25,"ICM",0.45
"2264",2017-08-21,"YouGov",0.45
"2265",2017-08-15,"Opinium",0.44
"2266",2017-08-07,"BMG",0.48
"2267",2017-07-31,"YouGov",0.44
"2268",2017-07-27,"Kantar",0.46
"2269",2017-07-18,"YouGov",0.44
"2270",2017-07-14,"Survation",0.45
"2271",2017-07-14,"ICM",0.45
"2272",2017-07-14,"Ipsos",0.44
"2273",2017-07-11,"Opinium",0.46
"2274",2017-07-11,"BMG",0.44
"2275",2017-07-10,"YouGov",0.42
"2276",2017-07-05,"YouGov",0.42
"2277",2017-06-30,"ICM",0.44
"2278",2017-06-28,"Survation",0.43
"2279",2017-06-27,"Opinium",0.44
"2280",2017-06-16,"Survation",0.43
"2281",2017-06-16,"Panelbase",0.43
"2282",2017-06-10,"Survation",0.42
"2283",2017-06-06,"ICM",0.51
"2284",2017-06-06,"BMG",0.51
"2285",2017-06-06,"Ipsos",0.48
"2286",2017-06-06,"Survation",0.43
"2287",2017-06-05,"Savanta",0.49
"2288",2017-06-05,"YouGov",0.47
"2289",2017-06-04,"Opinium",0.48
"2290",2017-06-04,"SurveyMonkey",0.46
"2291",2017-06-04,"Qriously",0.43
"2292",2017-06-03,"Survation",0.45
"2293",2017-06-02,"ICM",0.5
"2294",2017-06-02,"Panelbase",0.49
"2295",2017-06-02,"Survation",0.45
"2296",2017-06-01,"Kantar",0.47
"2297",2017-06-01,"YouGov",0.46
"2298",2017-05-31,"Savanta",0.51
"2299",2017-05-31,"ICM",0.5
"2300",2017-05-31,"ORB",0.49
"2301",2017-05-31,"Norstat",0.45
"2302",2017-05-31,"YouGov",0.45
"2303",2017-05-30,"Opinium",0.48
"2304",2017-05-30,"Ipsos",0.47
"2305",2017-05-30,"SurveyMonkey",0.47
"2306",2017-05-30,"YouGov",0.46
"2307",2017-05-30,"YouGov",0.46
"2308",2017-05-29,"YouGov",0.45
"2309",2017-05-27,"YouGov",0.45
"2310",2017-05-26,"ICM",0.5
"2311",2017-05-26,"Panelbase",0.49
"2312",2017-05-26,"Qriously",0.48
"2313",2017-05-26,"Survation",0.47
"2314",2017-05-26,"YouGov",0.45
"2315",2017-05-25,"YouGov",0.47
"2316",2017-05-25,"Kantar",0.47
"2317",2017-05-24,"ICM",0.51
"2318",2017-05-24,"Savanta",0.51
"2319",2017-05-24,"SurveyMonkey",0.49
"2320",2017-05-24,"ORB",0.49
"2321",2017-05-24,"YouGov",0.47
"2322",2017-05-24,"YouGov",0.45
"2323",2017-05-23,"Opinium",0.5
"2324",2017-05-23,"YouGov",0.45
"2325",2017-05-19,"Panelbase",0.52
"2326",2017-05-19,"ICM",0.51
"2327",2017-05-19,"Survation",0.49
"2328",2017-05-19,"Survation",0.47
"2329",2017-05-18,"YouGov",0.47
"2330",2017-05-18,"Kantar",0.46
"2331",2017-05-17,"ORB",0.53
"2332",2017-05-16,"YouGov",0.51
"2333",2017-05-16,"Opinium",0.51
"2334",2017-05-15,"Ipsos",0.51
"2335",2017-05-12,"ICM",0.54
"2336",2017-05-12,"Survation",0.52
"2337",2017-05-12,"Panelbase",0.52
"2338",2017-05-11,"Kantar",0.53
"2339",2017-05-11,"YouGov",0.52
"2340",2017-05-10,"Savanta",0.53
"2341",2017-05-10,"ORB",0.52
"2342",2017-05-09,"Opinium",0.52
"2343",2017-05-09,"YouGov",0.51
"2344",2017-05-05,"ICM",0.55
"2345",2017-05-05,"Panelbase",0.53
"2346",2017-05-05,"Survation",0.52
"2347",2017-05-04,"YouGov",0.53
"2348",2017-05-04,"Kantar",0.52
"2349",2017-05-03,"ORB",0.54
"2350",2017-05-03,"ICM",0.54
"2351",2017-05-03,"GfK",0.53
"2352",2017-05-02,"YouGov",0.53
"2353",2017-05-02,"Opinium",0.53
"2354",2017-04-28,"ICM",0.55
"2355",2017-04-28,"Qriously",0.52
"2356",2017-04-28,"Panelbase",0.52
"2357",2017-04-27,"Kantar",0.55
"2358",2017-04-27,"YouGov",0.5
"2359",2017-04-26,"ICM",0.55
"2360",2017-04-26,"ORB",0.5
"2361",2017-04-25,"Opinium",0.54
"2362",2017-04-25,"YouGov",0.52
"2363",2017-04-21,"ICM",0.55
"2364",2017-04-21,"Ipsos",0.53
"2365",2017-04-21,"Survation",0.51
"2366",2017-04-20,"Kantar",0.54
"2367",2017-04-20,"Panelbase",0.54
"2368",2017-04-20,"YouGov",0.53
"2369",2017-04-20,"Savanta",0.51
"2370",2017-04-19,"Savanta",0.57
"2371",2017-04-19,"ICM",0.56
"2372",2017-04-19,"Opinium",0.54
"2373",2017-04-19,"ORB",0.54
"2374",2017-04-18,"YouGov",0.55
"2375",2017-04-18,"ICM",0.54
"2376",2017-04-14,"ICM",0.55
"2377",2017-04-12,"YouGov",0.54
"2378",2017-04-11,"Savanta",0.55
"2379",2017-04-11,"Opinium",0.52
"2380",2017-04-05,"YouGov",0.53
"2381",2017-03-31,"ICM",0.54
"2382",2017-03-26,"YouGov",0.53
"2383",2017-03-21,"Lord Ashcroft",0.51
"2384",2017-03-20,"YouGov",0.53
"2385",2017-03-17,"ICM",0.55
"2386",2017-03-15,"Savanta",0.52
"2387",2017-03-14,"Opinium",0.54
"2388",2017-03-13,"YouGov",0.53
"2389",2017-03-10,"Ipsos",0.49
"2390",2017-03-08,"YouGov",0.54
"2391",2017-03-03,"ICM",0.55
"2392",2017-03-01,"GfK",0.53
"2393",2017-02-27,"YouGov",0.54
"2394",2017-02-21,"YouGov",0.54
"2395",2017-02-17,"ICM",0.57
"2396",2017-02-14,"Opinium",0.54
"2397",2017-02-12,"YouGov",0.55
"2398",2017-02-10,"Ipsos",0.49
"2399",2017-02-08,"Savanta",0.52
"2400",2017-02-05,"YouGov",0.54
"2401",2017-02-03,"ICM",0.54
"2402",2017-01-30,"YouGov",0.52
"2403",2017-01-30,"Opinium",0.51
"2404",2017-01-23,"YouGov",0.54
"2405",2017-01-20,"ICM",0.55
"2406",2017-01-17,"YouGov",0.54
"2407",2017-01-13,"Survation",0.51
"2408",2017-01-13,"Ipsos",0.49
"2409",2017-01-10,"Opinium",0.52
"2410",2017-01-09,"YouGov",0.52
"2411",2017-01-06,"ICM",0.54
"2412",2017-01-03,"YouGov",0.53
"2413",2016-12-18,"YouGov",0.53
"2414",2016-12-13,"Opinium",0.51
"2415",2016-12-09,"ICM",0.55
"2416",2016-12-09,"Ipsos",0.49
"2417",2016-12-04,"YouGov",0.54
"2418",2016-11-28,"YouGov",0.53
"2419",2016-11-25,"ICM",0.56
"2420",2016-11-21,"YouGov",0.53
"2421",2016-11-18,"ICM",0.53
"2422",2016-11-15,"Opinium",0.53
"2423",2016-11-14,"YouGov",0.53
"2424",2016-11-11,"Ipsos",0.49
"2425",2016-11-01,"Opinium",0.53
"2426",2016-10-31,"YouGov",0.52
"2427",2016-10-28,"ICM",0.55
"2428",2016-10-24,"YouGov",0.51
"2429",2016-10-19,"BMG",0.54
"2430",2016-10-18,"Opinium",0.52
"2431",2016-10-14,"Ipsos",0.53
"2432",2016-10-11,"YouGov",0.53
"2433",2016-10-07,"ICM",0.54
"2434",2016-09-28,"YouGov",0.52
"2435",2016-09-27,"Opinium",0.54
"2436",2016-09-22,"Survation",0.52
"2437",2016-09-21,"ICM",0.55
"2438",2016-09-20,"BMG",0.52
"2439",2016-09-19,"YouGov",0.52
"2440",2016-09-13,"YouGov",0.51
"2441",2016-09-10,"Ipsos",0.49
"2442",2016-09-09,"ICM",0.54
"2443",2016-09-04,"YouGov",0.53
"2444",2016-08-30,"YouGov",0.52
"2445",2016-08-26,"ICM",0.54
"2446",2016-08-22,"YouGov",0.53
"2447",2016-08-16,"YouGov",0.51
"2448",2016-08-13,"Ipsos",0.51
"2449",2016-08-12,"ICM",0.54
"2450",2016-08-11,"BMG",0.53
"2451",2016-08-11,"Lord Ashcroft",0.53
"2452",2016-08-08,"YouGov",0.51
"2453",2016-08-05,"Kantar",0.39
"2454",2016-08-01,"YouGov",0.54
"2455",2016-07-25,"YouGov",0.53
"2456",2016-07-22,"ICM",0.56
"2457",2016-07-22,"BMG",0.52
"2458",2016-07-19,"Opinium",0.52
"2459",2016-07-17,"YouGov",0.52
"2460",2016-07-13,"ICM",0.53
"2461",2016-07-09,"Ipsos",0.44
"2462",2016-07-08,"ICM",0.53
"2463",2016-07-04,"Survation",0.48
"2464",2016-07-01,"ICM",0.52
"2465",2016-06-30,"Survation",0.51
"2466",2016-06-28,"Opinium",0.51
"2467",2016-06-24,"ICM",0.51
"2468",2016-06-24,"Survation",0.48
"2469",2016-06-20,"Opinium",0.53
"2470",2016-06-15,"Savanta",0.53
"2471",2016-06-11,"Ipsos",0.45
"2472",2016-06-10,"ICM",0.53
"2473",2016-06-10,"BMG",0.52
"2474",2016-06-10,"ICM",0.48
"2475",2016-06-07,"Opinium",0.53
"2476",2016-05-31,"Opinium",0.52
"2477",2016-05-27,"ICM",0.53
"2478",2016-05-27,"ICM",0.51
"2479",2016-05-20,"BMG",0.48
"2480",2016-05-17,"Opinium",0.53
"2481",2016-05-14,"Ipsos",0.46
"2482",2016-05-13,"ICM",0.51
"2483",2016-05-13,"ICM",0.49
"2484",2016-05-11,"Savanta",0.53
"2485",2016-04-26,"Opinium",0.53
"2486",2016-04-25,"YouGov",0.5
"2487",2016-04-22,"BMG",0.51
"2488",2016-04-16,"Ipsos",0.49
"2489",2016-04-15,"ICM",0.52
"2490",2016-04-15,"ICM",0.51
"2491",2016-04-13,"Savanta",0.51
"2492",2016-04-11,"YouGov",0.48
"2493",2016-03-29,"Opinium",0.5
"2494",2016-03-25,"BMG",0.52
"2495",2016-03-19,"Ipsos",0.47
"2496",2016-03-18,"Savanta",0.46
"2497",2016-03-16,"YouGov",0.49
"2498",2016-03-11,"ICM",0.47
"2499",2016-03-09,"Savanta",0.54
"2500",2016-02-19,"Savanta",0.5
"2501",2016-02-17,"BMG",0.54
"2502",2016-02-13,"Ipsos",0.51
"2503",2016-02-12,"ICM",0.5
"2504",2016-02-10,"Savanta",0.56
"2505",2016-02-03,"YouGov",0.57
"2506",2016-01-27,"YouGov",0.56
"2507",2016-01-23,"Ipsos",0.51
"2508",2016-01-22,"Savanta",0.49
"2509",2016-01-15,"Survation",0.53
"2510",2016-01-15,"ICM",0.5
"2511",2016-01-13,"Savanta",0.56
"2512",2015-12-18,"ICM",0.49
"2513",2015-12-17,"YouGov",0.56
"2514",2015-12-15,"Opinium",0.54
"2515",2015-12-12,"Ipsos",0.47
"2516",2015-12-11,"Savanta",0.48
"2517",2015-12-09,"Savanta",0.56
"2518",2015-11-30,"YouGov",0.57
"2519",2015-11-20,"Savanta",0.51
"2520",2015-11-18,"Savanta",0.57
"2521",2015-11-16,"Survation",0.53
"2522",2015-11-14,"Ipsos",0.48
"2523",2015-11-13,"ICM",0.51
"2524",2015-11-11,"BMG",0.52
"2525",2015-10-23,"Savanta",0.48
"2526",2015-10-22,"BMG",0.52
"2527",2015-10-17,"Ipsos",0.48
"2528",2015-10-14,"Savanta",0.55
"2529",2015-10-13,"Opinium",0.52
"2530",2015-10-09,"ICM",0.49
"2531",2015-09-29,"YouGov",0.54
"2532",2015-09-25,"Savanta",0.51
"2533",2015-09-19,"Ipsos",0.46
"2534",2015-09-17,"YouGov",0.55
"2535",2015-09-16,"Savanta",0.55
"2536",2015-09-15,"Opinium",0.51
"2537",2015-09-11,"ICM",0.51
"2538",2015-09-03,"Survation",0.51
"2539",2015-08-21,"Savanta",0.51
"2540",2015-08-12,"Survation",0.53
"2541",2015-08-12,"Savanta",0.53
"2542",2015-08-07,"ICM",0.5
"2543",2015-07-24,"Savanta",0.5
"2544",2015-07-18,"Ipsos",0.46
"2545",2015-07-10,"ICM",0.51
"2546",2015-06-26,"Savanta",0.5
"2547",2015-06-23,"Opinium",0.54
"2548",2015-06-14,"Ipsos",0.47
"2549",2015-06-12,"ICM",0.5
"2550",2015-05-29,"Savanta",0.51
"2551",2015-05-25,"YouGov",0.54
"2552",2015-05-08,"Survation",0.52
"2553",2015-05-06,"Survation",0.48
"2554",2015-05-06,"Savanta",0.47
"2555",2015-05-05,"Ipsos",0.47
"2556",2015-05-05,"Populus",0.47
"2557",2015-05-05,"Lord Ashcroft",0.44
"2558",2015-05-04,"Opinium",0.47
"2559",2015-05-04,"Survation",0.47
"2560",2015-05-04,"YouGov",0.46
"2561",2015-05-04,"YouGov",0.46
"2562",2015-05-03,"Savanta",0.49
"2563",2015-05-03,"BMG",0.46
"2564",2015-05-03,"ICM",0.46
"2565",2015-05-03,"YouGov",0.45
"2566",2015-05-03,"ICM",0.45
"2567",2015-05-02,"YouGov",0.46
"2568",2015-05-01,"Survation",0.48
"2569",2015-05-01,"YouGov",0.47
"2570",2015-05-01,"Populus",0.47
"2571",2015-05-01,"Panelbase",0.47
"2572",2015-05-01,"Lord Ashcroft",0.44
"2573",2015-04-30,"Survation",0.49
"2574",2015-04-30,"YouGov",0.47
"2575",2015-04-30,"Kantar",0.47
"2576",2015-04-30,"SurveyMonkey",0.47
"2577",2015-04-29,"Panelbase",0.49
"2578",2015-04-29,"Populus",0.48
"2579",2015-04-29,"YouGov",0.46
"2580",2015-04-29,"YouGov",0.46
"2581",2015-04-28,"Opinium",0.48
"2582",2015-04-28,"YouGov",0.47
"2583",2015-04-28,"Savanta",0.46
"2584",2015-04-27,"YouGov",0.46
"2585",2015-04-27,"Savanta",0.46
"2586",2015-04-26,"YouGov",0.47
"2587",2015-04-26,"Ipsos",0.45
"2588",2015-04-25,"BMG",0.49
"2589",2015-04-25,"YouGov",0.47
"2590",2015-04-24,"Survation",0.51
"2591",2015-04-24,"ICM",0.48
"2592",2015-04-24,"Lord Ashcroft",0.47
"2593",2015-04-24,"Populus",0.47
"2594",2015-04-24,"YouGov",0.46
"2595",2015-04-23,"Kantar",0.49
"2596",2015-04-23,"YouGov",0.46
"2597",2015-04-22,"Survation",0.51
"2598",2015-04-22,"Populus",0.46
"2599",2015-04-22,"YouGov",0.46
"2600",2015-04-21,"Panelbase",0.48
"2601",2015-04-21,"YouGov",0.47
"2602",2015-04-21,"Opinium",0.47
"2603",2015-04-21,"Savanta",0.46
"2604",2015-04-20,"YouGov",0.48
"2605",2015-04-19,"YouGov",0.47
"2606",2015-04-18,"YouGov",0.47
"2607",2015-04-17,"Populus",0.47
"2608",2015-04-17,"Lord Ashcroft",0.47
"2609",2015-04-17,"YouGov",0.46
"2610",2015-04-17,"ICM",0.45
"2611",2015-04-16,"Survation",0.51
"2612",2015-04-16,"Opinium",0.49
"2613",2015-04-16,"YouGov",0.48
"2614",2015-04-16,"Kantar",0.47
"2615",2015-04-15,"Panelbase",0.49
"2616",2015-04-15,"YouGov",0.48
"2617",2015-04-15,"Populus",0.47
"2618",2015-04-14,"YouGov",0.47
"2619",2015-04-13,"YouGov",0.46
"2620",2015-04-12,"YouGov",0.46
"2621",2015-04-12,"Ipsos",0.43
"2622",2015-04-11,"YouGov",0.46
"2623",2015-04-10,"Populus",0.48
"2624",2015-04-10,"YouGov",0.47
"2625",2015-04-10,"Lord Ashcroft",0.46
"2626",2015-04-10,"ICM",0.46
"2627",2015-04-09,"Kantar",0.48
"2628",2015-04-09,"YouGov",0.46
"2629",2015-04-08,"Populus",0.47
"2630",2015-04-08,"YouGov",0.47
"2631",2015-04-08,"Opinium",0.47
"2632",2015-04-08,"Survation",0.46
"2633",2015-04-07,"YouGov",0.47
"2634",2015-04-07,"Panelbase",0.47
"2635",2015-04-07,"Savanta",0.46
"2636",2015-04-06,"YouGov",0.47
"2637",2015-04-03,"YouGov",0.47
"2638",2015-04-02,"Survation",0.49
"2639",2015-04-02,"Kantar",0.49
"2640",2015-04-02,"Opinium",0.47
"2641",2015-04-02,"Populus",0.46
"2642",2015-04-01,"YouGov",0.49
"2643",2015-03-31,"Panelbase",0.5
"2644",2015-03-31,"YouGov",0.49
"2645",2015-03-31,"Populus",0.47
"2646",2015-03-30,"YouGov",0.47
"2647",2015-03-29,"YouGov",0.47
"2648",2015-03-28,"Savanta",0.48
"2649",2015-03-27,"Populus",0.49
"2650",2015-03-27,"Lord Ashcroft",0.46
"2651",2015-03-27,"YouGov",0.45
"2652",2015-03-26,"Kantar",0.49
"2653",2015-03-25,"YouGov",0.49
"2654",2015-03-25,"Populus",0.47
"2655",2015-03-24,"Survation",0.5
"2656",2015-03-24,"Panelbase",0.49
"2657",2015-03-24,"Opinium",0.47
"2658",2015-03-24,"YouGov",0.46
"2659",2015-03-23,"YouGov",0.47
"2660",2015-03-22,"YouGov",0.46
"2661",2015-03-20,"Survation",0.47
"2662",2015-03-20,"Populus",0.47
"2663",2015-03-20,"Lord Ashcroft",0.45
"2664",2015-03-20,"Savanta",0.45
"2665",2015-03-19,"YouGov",0.47
"2666",2015-03-18,"Opinium",0.5
"2667",2015-03-18,"YouGov",0.48
"2668",2015-03-18,"Populus",0.48
"2669",2015-03-18,"YouGov",0.48
"2670",2015-03-17,"YouGov",0.47
"2671",2015-03-16,"YouGov",0.46
"2672",2015-03-15,"YouGov",0.46
"2673",2015-03-13,"Kantar",0.5
"2674",2015-03-13,"Populus",0.49
"2675",2015-03-13,"Lord Ashcroft",0.46
"2676",2015-03-13,"ICM",0.45
"2677",2015-03-12,"YouGov",0.48
"2678",2015-03-11,"YouGov",0.49
"2679",2015-03-11,"Savanta",0.49
"2680",2015-03-11,"Populus",0.47
"2681",2015-03-10,"YouGov",0.48
"2682",2015-03-10,"Opinium",0.47
"2683",2015-03-09,"YouGov",0.48
"2684",2015-03-08,"YouGov",0.49
"2685",2015-03-08,"Ipsos",0.46
"2686",2015-03-06,"Lord Ashcroft",0.49
"2687",2015-03-06,"Populus",0.47
"2688",2015-03-05,"YouGov",0.49
"2689",2015-03-04,"Populus",0.47
"2690",2015-03-04,"YouGov",0.46
"2691",2015-03-03,"YouGov",0.48
"2692",2015-03-03,"Opinium",0.48
"2693",2015-03-02,"YouGov",0.5
"2694",2015-03-01,"YouGov",0.5
"2695",2015-02-27,"Lord Ashcroft",0.48
"2696",2015-02-27,"Populus",0.46
"2697",2015-02-26,"YouGov",0.48
"2698",2015-02-25,"Populus",0.47
"2699",2015-02-25,"YouGov",0.46
"2700",2015-02-24,"YouGov",0.48
"2701",2015-02-24,"Opinium",0.48
"2702",2015-02-23,"YouGov",0.49
"2703",2015-02-23,"Survation",0.47
